filepath,Block,Prolongation,SoundRep,WordRep,Interjection,Fluent,transcript
clips/HeStutters/0/HeStutters_0_35.wav,0,0,0,0,0,1, Explain to you.
clips/HeStutters/0/HeStutters_0_36.wav,0,0,0,0,0,1, increased to more than 300.
clips/HeStutters/0/HeStutters_0_37.wav,0,1,0,0,1,0," Well, one person"
clips/HeStutters/0/HeStutters_0_38.wav,0,1,0,0,0,0, one situation.
clips/HeStutters/0/HeStutters_0_39.wav,1,0,0,0,0,0, your greatest fears.
clips/HeStutters/1/HeStutters_1_1.wav,0,0,0,1,1,0, take care of the end of the more like
clips/HeStutters/1/HeStutters_1_4.wav,0,0,0,0,0,1, fights every single day.
clips/HeStutters/1/HeStutters_1_5.wav,0,0,0,1,1,0, like every every single day.
clips/HeStutters/1/HeStutters_1_8.wav,0,0,0,1,0,0," Yeah, it was, it was."
clips/HeStutters/1/HeStutters_1_9.wav,1,0,0,0,0,0, I was standing frail and...
clips/HeStutters/1/HeStutters_1_14.wav,0,1,0,0,1,0, that I like won those
clips/HeStutters/1/HeStutters_1_15.wav,0,1,1,0,1,0, Actually.
clips/HeStutters/1/HeStutters_1_16.wav,1,0,0,0,0,0, So she is completely fluent.
clips/HeStutters/1/HeStutters_1_20.wav,0,0,1,1,1,0, get me to come as住
clips/HeStutters/1/HeStutters_1_23.wav,0,1,0,0,0,0, and anything that she
clips/HeStutters/1/HeStutters_1_25.wav,0,1,0,0,0,0, without a doubt.
clips/HeStutters/1/HeStutters_1_26.wav,1,0,0,0,1,0, Be there she actually still comes to grow
clips/HeStutters/1/HeStutters_1_32.wav,0,1,0,0,1,0, What was her...
clips/HeStutters/1/HeStutters_1_33.wav,1,0,1,0,0,0, Well...
clips/HeStutters/1/HeStutters_1_36.wav,1,0,0,0,1,0, and ask me to
clips/HeStutters/1/HeStutters_1_38.wav,1,0,0,0,0,0, Go to the
clips/HeStutters/1/HeStutters_1_49.wav,1,0,1,0,0,0, experience.
clips/HeStutters/1/HeStutters_1_51.wav,1,0,0,1,0,0, when are you guys getting...
clips/HeStutters/1/HeStutters_1_59.wav,0,1,0,0,1,0, once so you know.
clips/HeStutters/1/HeStutters_1_63.wav,1,1,0,0,0,0, made there.
clips/HeStutters/1/HeStutters_1_65.wav,1,0,1,1,0,0, And... And...
clips/HeStutters/1/HeStutters_1_66.wav,0,1,0,0,0,0, Interfered with your...
clips/HeStutters/1/HeStutters_1_67.wav,1,0,1,0,1,0, and the earth.
clips/HeStutters/1/HeStutters_1_70.wav,1,0,1,0,1,0, Do it and I'm not you know
clips/HeStutters/1/HeStutters_1_75.wav,1,0,1,0,0,0, completely
clips/HeStutters/1/HeStutters_1_77.wav,1,0,1,0,0,0, being a person who's...
clips/HeStutters/1/HeStutters_1_80.wav,1,0,0,1,1,0, I'm I really
clips/HeStutters/1/HeStutters_1_82.wav,1,1,1,0,0,0, its good
clips/HeStutters/1/HeStutters_1_85.wav,0,0,0,1,1,0, It's not up to every
clips/HeStutters/1/HeStutters_1_88.wav,0,0,1,0,1,0, are
clips/HeStutters/1/HeStutters_1_91.wav,0,1,1,0,0,0, I gonna focus damn
clips/HeStutters/1/HeStutters_1_96.wav,1,0,1,0,0,0, and we've had a few of them.
clips/HeStutters/1/HeStutters_1_98.wav,0,0,0,1,0,0, I agree and I love I love
clips/HeStutters/1/HeStutters_1_100.wav,0,0,1,1,0,0, Thank you.
clips/HeStutters/1/HeStutters_1_101.wav,1,1,0,0,1,0, Let's take you for a...
clips/HeStutters/1/HeStutters_1_103.wav,0,0,0,0,1,0, other high five and a hug.
clips/HeStutters/1/HeStutters_1_105.wav,0,0,1,0,0,0, And we have guys who are...
clips/HeStutters/1/HeStutters_1_107.wav,0,0,0,0,0,1, it just makes a really big.
clips/HeStutters/1/HeStutters_1_113.wav,1,0,0,0,0,0, They found
clips/HeStutters/1/HeStutters_1_115.wav,0,0,1,1,0,0, add a add a
clips/HeStutters/1/HeStutters_1_120.wav,0,1,0,1,0,0, General general
clips/HeStutters/1/HeStutters_1_122.wav,1,0,0,0,0,0, Well...
clips/HeStutters/1/HeStutters_1_125.wav,1,0,1,0,0,0, there
clips/HeStutters/1/HeStutters_1_127.wav,0,0,1,1,0,0, أعطيك شيء وفضل جزء
clips/HeStutters/1/HeStutters_1_132.wav,1,0,0,0,0,0, people who have
clips/HeStutters/1/HeStutters_1_133.wav,1,1,0,1,1,0, And it
clips/HeStutters/1/HeStutters_1_134.wav,1,1,0,0,0,0, It was nice to walk and do
clips/HeStutters/1/HeStutters_1_135.wav,1,1,1,0,1,0, or they are what's doing like.
clips/HeStutters/1/HeStutters_1_137.wav,1,1,1,0,0,0, to her.
clips/HeStutters/1/HeStutters_1_140.wav,0,1,0,0,0,0, privately for so long.
clips/HeStutters/1/HeStutters_1_142.wav,1,1,0,0,0,0, I watch all three of them.
clips/HeStutters/1/HeStutters_1_149.wav,0,1,0,0,0,0, to grow and yell.
clips/HeStutters/1/HeStutters_1_150.wav,1,0,0,0,0,0, It...
clips/HeStutters/1/HeStutters_1_156.wav,1,1,1,0,0,0, You have to get him to come.
clips/HeStutters/1/HeStutters_1_157.wav,1,0,1,1,1,0," Damn, chaos. стен I feel like I'mez superpower hero New non-favorite"
clips/HeStutters/1/HeStutters_1_158.wav,0,0,1,1,0,0, that there was even a new Orleans.
clips/HeStutters/1/HeStutters_1_160.wav,1,1,1,0,1,0, She ran into a...
clips/HeStutters/1/HeStutters_1_161.wav,0,1,1,0,0,0, Steven
clips/HeStutters/1/HeStutters_1_168.wav,0,1,0,0,1,0, structured groups so I kind of like
clips/HeStutters/1/HeStutters_1_169.wav,1,1,1,0,0,0, change the written structure
clips/HeStutters/1/HeStutters_1_172.wav,0,0,1,1,1,0, Stur- SU- rc-
clips/HeStutters/1/HeStutters_1_178.wav,0,0,0,0,1,0," and how you could best, you know."
clips/HeStutters/1/HeStutters_1_179.wav,1,0,0,0,1,0, How you can best
clips/HeStutters/1/HeStutters_1_180.wav,0,1,0,0,1,0, Turned out into a
clips/HeStutters/1/HeStutters_1_181.wav,0,0,1,0,0,0, positive.
clips/HeStutters/1/HeStutters_1_183.wav,1,0,1,0,0,0, kind of all over the
clips/HeStutters/1/HeStutters_1_186.wav,1,0,1,0,0,0, people who
clips/HeStutters/1/HeStutters_1_187.wav,1,0,0,0,0,0, And they had only been.
clips/HeStutters/1/HeStutters_1_188.wav,0,1,0,0,1,0, spent quite a lot of...
clips/HeStutters/1/HeStutters_1_189.wav,1,0,0,0,0,0, time on that because they're dying
clips/HeStutters/1/HeStutters_1_191.wav,0,1,0,0,0,0, How it was for them there.
clips/HeStutters/1/HeStutters_1_193.wav,0,0,0,1,0,0, That seemed like like make them
clips/HeStutters/1/HeStutters_1_195.wav,0,0,0,0,0,1, therapy which is something I was
clips/HeStutters/1/HeStutters_1_200.wav,1,1,0,0,0,0, Hand them a piece of
clips/HeStutters/1/HeStutters_1_201.wav,1,0,1,0,0,0, paper but then
clips/HeStutters/1/HeStutters_1_207.wav,0,0,1,1,1,0, I think if you don't have
clips/HeStutters/1/HeStutters_1_213.wav,0,1,0,0,0,0, That kind of thing.
clips/HeStutters/1/HeStutters_1_221.wav,0,1,1,0,0,0," Great then, I would not have..."
clips/HeStutters/1/HeStutters_1_225.wav,1,0,1,0,0,0, to start over.
clips/HeStutters/1/HeStutters_1_228.wav,0,0,0,0,0,1, That's not easy either.
clips/HeStutters/1/HeStutters_1_229.wav,1,1,1,1,0,0, Tee-tee-tee-tee
clips/HeStutters/1/HeStutters_1_230.wav,1,1,0,0,0,0, teachers were they
clips/HeStutters/1/HeStutters_1_231.wav,1,0,0,0,1,0," one group, you know, change my..."
clips/HeStutters/1/HeStutters_1_237.wav,0,1,0,0,1,0, but I would try to speak.
clips/HeStutters/1/HeStutters_1_238.wav,0,1,0,1,0,0, I can always think about this.
clips/HeStutters/1/HeStutters_1_239.wav,1,1,0,0,1,0, my mom and you know she came in.
clips/HeStutters/1/HeStutters_1_241.wav,1,1,0,0,1,0, I didn't.
clips/HeStutters/1/HeStutters_1_244.wav,0,1,0,0,0,0, Couldn't even deal with it.
clips/HeStutters/1/HeStutters_1_246.wav,0,1,0,0,0,0, Did my mom completely understand?
clips/HeStutters/1/HeStutters_1_249.wav,1,1,1,0,1,0, know where I would have.
clips/HeStutters/1/HeStutters_1_254.wav,1,0,1,0,0,0, Okay hope for.
clips/HeStutters/1/HeStutters_1_255.wav,1,0,1,1,1,0," Oh yeah, yeah."
clips/HeStutters/1/HeStutters_1_256.wav,0,0,0,0,0,1, I think that that's always going to.
clips/HeStutters/1/HeStutters_1_258.wav,0,1,1,0,0,0, Rewrite or Rave followed by Hey sounds from
clips/HeStutters/1/HeStutters_1_262.wav,1,0,0,1,0,0, I tried to take that.
clips/HeStutters/1/HeStutters_1_267.wav,1,1,1,0,0,0, Temios.
clips/HeStutters/1/HeStutters_1_271.wav,0,0,1,1,0,0, next day she emailed.
clips/HeStutters/2/HeStutters_2_0.wav,1,0,0,0,0,0, This can be found directly...
clips/HeStutters/2/HeStutters_2_2.wav,1,0,0,0,1,0, when he was...
clips/HeStutters/2/HeStutters_2_14.wav,0,0,0,0,0,1, not predisposed to...
clips/HeStutters/2/HeStutters_2_15.wav,1,0,0,0,1,0, stutter so you know they
clips/HeStutters/2/HeStutters_2_20.wav,1,0,0,0,1,0," Well, I used to work"
clips/HeStutters/2/HeStutters_2_22.wav,1,0,0,0,0,0, on this stuttering journey.
clips/HeStutters/2/HeStutters_2_30.wav,1,0,0,0,1,0, getting over
clips/HeStutters/2/HeStutters_2_36.wav,0,0,0,0,0,1, people that might listen to this.
clips/HeStutters/2/HeStutters_2_39.wav,0,1,0,1,0,0, but the
clips/HeStutters/2/HeStutters_2_43.wav,0,0,0,0,0,1," That said, the occasional"
clips/HeStutters/2/HeStutters_2_50.wav,1,0,1,0,0,0, is theclefish manager.
clips/HeStutters/2/HeStutters_2_52.wav,0,0,0,0,1,0, All of us. Hmm.
clips/HeStutters/2/HeStutters_2_55.wav,0,1,0,0,1,0, floor and then log.
clips/HeStutters/2/HeStutters_2_58.wav,0,1,0,0,1,0, It's duttering and it's also
clips/HeStutters/2/HeStutters_2_60.wav,0,1,0,0,1,0, So that was my first
clips/HeStutters/2/HeStutters_2_66.wav,0,1,0,0,1,0, and Yang硬就很像
clips/HeStutters/2/HeStutters_2_71.wav,1,1,0,0,0,0, Sitter stuttering to be a dis?
clips/HeStutters/2/HeStutters_2_72.wav,1,1,1,0,0,0, Disdisability?
clips/HeStutters/2/HeStutters_2_75.wav,0,1,0,0,1,0,ましょう
clips/HeStutters/2/HeStutters_2_77.wav,0,1,0,0,0,0, free download on
clips/HeStutters/2/HeStutters_2_79.wav,1,0,0,0,0,0, a person with their community.
clips/HeStutters/2/HeStutters_2_85.wav,1,1,0,0,0,0, Disable Jew
clips/HeStutters/2/HeStutters_2_88.wav,0,0,0,0,0,1, Because you're communicating great.
clips/HeStutters/2/HeStutters_2_89.wav,1,0,0,0,0,0, Effective CUB MUNICATER
clips/HeStutters/2/HeStutters_2_97.wav,0,1,0,0,0,0," to Frank, hey Frank how's it?"
clips/HeStutters/2/HeStutters_2_100.wav,0,0,1,0,0,0, Working how did the clients
clips/HeStutters/2/HeStutters_2_103.wav,0,0,0,1,1,0, You know I I
clips/HeStutters/2/HeStutters_2_104.wav,0,1,0,0,1,0, BBC Red….
clips/HeStutters/2/HeStutters_2_111.wav,1,0,0,0,0,0, Supervisory staff.
clips/HeStutters/2/HeStutters_2_112.wav,0,1,0,0,1,0, Umm it's really hot kitten and the babyntry. Um...
clips/HeStutters/2/HeStutters_2_118.wav,0,0,0,0,0,1, And do you think that
clips/HeStutters/2/HeStutters_2_124.wav,0,1,0,1,1,0, to perform the agenda. Yeah. Yeah.
clips/HeStutters/2/HeStutters_2_125.wav,0,0,0,1,1,0," Yeah, yeah."
clips/HeStutters/2/HeStutters_2_126.wav,1,1,1,1,1,0, their therapy
clips/HeStutters/2/HeStutters_2_128.wav,0,1,0,0,1,0, Um...
clips/HeStutters/2/HeStutters_2_129.wav,0,1,0,1,1,0, I. Yeah. I. I. I.
clips/HeStutters/2/HeStutters_2_134.wav,1,0,0,0,0,0, what you do to keep yourself.
clips/HeStutters/2/HeStutters_2_138.wav,1,0,0,0,0,0, And did they have any EXP-
clips/HeStutters/2/HeStutters_2_139.wav,1,1,1,0,0,0, here. Reense with . . .
clips/HeStutters/2/HeStutters_2_141.wav,0,0,0,0,0,1, never got the sense that they will be.
clips/HeStutters/2/HeStutters_2_145.wav,0,1,0,0,1,0, um my...
clips/HeStutters/2/HeStutters_2_149.wav,0,0,0,1,0,0, it that it was fluency.
clips/HeStutters/2/HeStutters_2_155.wav,1,1,0,0,1,0," Well, my name is"
clips/HeStutters/2/HeStutters_2_157.wav,1,0,0,0,0,0, client feel like they failed.
clips/HeStutters/2/HeStutters_2_159.wav,0,1,0,0,0,0, gave you even though
clips/HeStutters/2/HeStutters_2_165.wav,0,0,0,1,0,0, Do the easy on sets. Help.
clips/HeStutters/2/HeStutters_2_166.wav,1,0,1,0,0,0, help you with
clips/HeStutters/2/HeStutters_2_170.wav,0,0,0,0,0,1, And are you basically okay these days?
clips/HeStutters/2/HeStutters_2_171.wav,0,0,0,1,0,0, How you sound and and and
clips/HeStutters/2/HeStutters_2_178.wav,0,0,0,1,1,0," You know, I think I"
clips/HeStutters/2/HeStutters_2_179.wav,0,1,0,0,1,0, sometimes.
clips/HeStutters/2/HeStutters_2_180.wav,0,0,0,0,1,0, My speech even you are speaking.
clips/HeStutters/2/HeStutters_2_182.wav,0,0,0,0,0,1, Bad times. Is it just the...
clips/HeStutters/2/HeStutters_2_184.wav,0,0,0,1,0,0, and sometimes I'll outside of
clips/HeStutters/2/HeStutters_2_188.wav,1,1,1,0,0,0, language
clips/HeStutters/2/HeStutters_2_189.wav,0,1,1,0,0,0,
clips/HeStutters/2/HeStutters_2_191.wav,1,0,0,0,0,0, And you're speaking English.
clips/HeStutters/2/HeStutters_2_194.wav,0,1,0,0,1,0, And um...
clips/HeStutters/2/HeStutters_2_199.wav,1,0,0,0,1,0, Thank you. On your behalf.
clips/HeStutters/2/HeStutters_2_203.wav,0,1,0,1,0,0, and that can be as...
clips/HeStutters/2/HeStutters_2_205.wav,0,1,0,1,0,0, I too have a lot of...
clips/HeStutters/2/HeStutters_2_207.wav,0,1,0,0,1,0, My wife is...
clips/HeStutters/2/HeStutters_2_208.wav,1,0,0,0,1,0," You know, she's very..."
clips/HeStutters/3/HeStutters_3_2.wav,0,0,0,0,1,0, and you know.
clips/HeStutters/3/HeStutters_3_4.wav,0,0,0,0,1,0," Well, I'm sure that you'll get"
clips/HeStutters/3/HeStutters_3_11.wav,1,0,0,0,1,0, Duttering? Well...
clips/HeStutters/3/HeStutters_3_25.wav,0,0,0,0,0,1, They know that my speech is suffering
clips/HeStutters/3/HeStutters_3_28.wav,0,0,0,0,0,1, Confident and poised.
clips/HeStutters/3/HeStutters_3_29.wav,0,0,0,0,1,0, I decided to have...
clips/HeStutters/3/HeStutters_3_33.wav,0,0,0,1,0,0, And I'm trying to convince them that I'm a...
clips/HeStutters/4/HeStutters_4_0.wav,1,0,0,1,0,0, about meeting others.
clips/HeStutters/4/HeStutters_4_1.wav,0,0,0,1,1,0, experience and
clips/HeStutters/4/HeStutters_4_3.wav,1,1,0,0,0,0, that we weren't sure where it would...
clips/HeStutters/4/HeStutters_4_5.wav,0,0,0,0,0,1, an emotional affect
clips/HeStutters/4/HeStutters_4_6.wav,0,0,0,1,0,0, I know that I have the skill.
clips/HeStutters/4/HeStutters_4_7.wav,0,0,0,0,1,0, or you know things like that?
clips/HeStutters/4/HeStutters_4_8.wav,1,1,0,0,1,0,
clips/HeStutters/4/HeStutters_4_10.wav,0,0,0,0,1,0," advise me that, you know, I have to be..."
clips/HeStutters/4/HeStutters_4_11.wav,0,0,0,0,0,1, that I have to be more open about it basically.
clips/HeStutters/4/HeStutters_4_12.wav,0,1,0,0,0,0, be encouraging you to...
clips/HeStutters/4/HeStutters_4_15.wav,0,0,0,0,0,1, get struck by lightning or anything.
clips/HeStutters/4/HeStutters_4_16.wav,1,1,0,0,1,0, See in my case
clips/HeStutters/4/HeStutters_4_17.wav,0,1,0,0,0,0, Thank you. I was.
clips/HeStutters/4/HeStutters_4_18.wav,1,1,0,0,1,0, You know?
clips/HeStutters/4/HeStutters_4_19.wav,1,1,0,0,0,0, Listen to or
clips/HeStutters/4/HeStutters_4_20.wav,1,0,0,0,0,0, other people's opinions might.
clips/HeStutters/4/HeStutters_4_23.wav,0,0,0,1,1,0, And now I actually...
clips/HeStutters/4/HeStutters_4_24.wav,0,1,0,1,0,0, that
clips/HeStutters/4/HeStutters_4_25.wav,0,1,0,0,1,0, That I've thought are the most dumb.
clips/HeStutters/4/HeStutters_4_28.wav,0,0,0,1,0,0, where my stuffering was.
clips/HeStutters/4/HeStutters_4_30.wav,0,0,0,0,0,1, It's not there freely.
clips/HeStutters/4/HeStutters_4_31.wav,0,0,0,0,0,1, So when do you think that will happen?
clips/HeStutters/4/HeStutters_4_32.wav,1,0,1,0,0,0, and present has...
clips/HeStutters/4/HeStutters_4_33.wav,0,0,0,1,1,0, also at the
clips/HeStutters/4/HeStutters_4_36.wav,0,0,0,0,0,1, Person that you are now?
clips/HeStutters/4/HeStutters_4_37.wav,0,0,0,1,0,0, I'm sorry I cut I cut
clips/HeStutters/4/HeStutters_4_39.wav,0,0,0,1,1,0, and go.. NowCan ....
clips/HeStutters/5/HeStutters_5_0.wav,1,0,0,0,0,0," Hi everybody, this is Pam."
clips/HeStutters/5/HeStutters_5_1.wav,0,0,1,0,0,0, different.
clips/HeStutters/5/HeStutters_5_3.wav,1,0,0,0,0,0, because it has to do with looking...
clips/HeStutters/5/HeStutters_5_5.wav,0,1,0,0,0,0, But I wanted to ask you.
clips/HeStutters/5/HeStutters_5_6.wav,1,1,1,0,0,0, One more question.
clips/HeStutters/5/HeStutters_5_7.wav,1,1,0,0,1,0, question if I may.
clips/HeStutters/5/HeStutters_5_8.wav,0,1,0,0,0,0, that you're an inspiration.
clips/HeStutters/5/HeStutters_5_12.wav,0,0,0,0,0,1, Oh no I'm doing a good.
clips/HeStutters/5/HeStutters_5_15.wav,1,1,1,0,0,0, étaient
clips/HeStutters/5/HeStutters_5_17.wav,0,1,0,0,1,0, I work as a
clips/HeStutters/5/HeStutters_5_27.wav,1,0,0,0,0,0," Wow, how did you find..."
clips/HeStutters/5/HeStutters_5_28.wav,1,1,1,0,1,0, person who's daughters.
clips/HeStutters/5/HeStutters_5_38.wav,0,0,1,0,0,0,
clips/HeStutters/5/HeStutters_5_42.wav,0,0,0,0,0,1, when you introduce themselves.
clips/HeStutters/5/HeStutters_5_43.wav,0,0,0,0,0,1, when you introduce yourself to them and
clips/HeStutters/5/HeStutters_5_44.wav,1,1,1,0,0,0," professors, daughters."
clips/HeStutters/5/HeStutters_5_55.wav,1,1,1,1,0,0, A thatTe looooooool
clips/HeStutters/5/HeStutters_5_61.wav,1,0,1,0,1,0, So have you ever had a...
clips/HeStutters/5/HeStutters_5_62.wav,0,1,0,0,1,0," Um, quick."
clips/HeStutters/5/HeStutters_5_64.wav,1,0,1,1,0,0, Ability to...
clips/HeStutters/5/HeStutters_5_67.wav,0,0,0,0,0,1, Of course you feel under.
clips/HeStutters/5/HeStutters_5_69.wav,0,0,1,0,1,0, Web
clips/HeStutters/5/HeStutters_5_71.wav,1,0,0,1,1,0, Hell ... Hell ... Hell at all!
clips/HeStutters/5/HeStutters_5_74.wav,1,0,0,1,1,0, I'm the Riyamun.
clips/HeStutters/5/HeStutters_5_75.wav,0,0,0,0,1,0," Hey Grant, how's it going?"
clips/HeStutters/5/HeStutters_5_76.wav,1,0,1,0,1,0," Oh, very well."
clips/HeStutters/5/HeStutters_5_78.wav,0,0,0,1,0,0, on the flip side pain on the flip side
clips/HeStutters/5/HeStutters_5_79.wav,0,1,0,0,0,0," Well, what did he mean by that?"
clips/HeStutters/5/HeStutters_5_80.wav,1,1,1,0,0,0, good being a sad
clips/HeStutters/5/HeStutters_5_82.wav,0,0,0,1,0,0, simply because of the of of of
clips/HeStutters/5/HeStutters_5_84.wav,0,0,0,1,1,0," Oh yes, yes, it's"
clips/HeStutters/5/HeStutters_5_86.wav,0,0,0,0,0,1, In some ways I think it's the person
clips/HeStutters/5/HeStutters_5_89.wav,1,1,0,0,0,0, personality
clips/HeStutters/5/HeStutters_5_95.wav,1,0,1,1,0,0, And it's actually very very
clips/HeStutters/5/HeStutters_5_97.wav,1,1,1,0,0,0, Kokara! Lay!lica!
clips/HeStutters/5/HeStutters_5_101.wav,0,1,1,0,1,0, I'm saying to get fairly.
clips/HeStutters/5/HeStutters_5_105.wav,0,1,0,1,1,0, I think I um
clips/HeStutters/5/HeStutters_5_109.wav,0,1,0,0,1,0, etcetera uh...3
clips/HeStutters/5/HeStutters_5_111.wav,1,0,0,1,1,0," You know. Right, right. So."
clips/HeStutters/5/HeStutters_5_116.wav,0,0,0,0,0,1, Very cold stars.
clips/HeStutters/5/HeStutters_5_117.wav,1,0,0,1,0,0," Yep. Well, two two"
clips/HeStutters/5/HeStutters_5_118.wav,1,1,0,1,0,0, then. FNAF.
clips/HeStutters/5/HeStutters_5_121.wav,1,1,1,0,1,0, I'm experienced.
clips/HeStutters/5/HeStutters_5_122.wav,0,0,0,1,0,0, yeah
clips/HeStutters/5/HeStutters_5_124.wav,1,0,1,0,1,0, It's a very good thing.
clips/HeStutters/5/HeStutters_5_127.wav,0,0,1,0,0,0, it get people who stutth ADwasser
clips/HeStutters/5/HeStutters_5_132.wav,1,0,1,1,1,0, I have to do most of my stuff.
clips/HeStutters/5/HeStutters_5_134.wav,0,0,1,1,0,0, and I'd actually...
clips/HeStutters/5/HeStutters_5_135.wav,0,1,0,1,0,0, and tell listeners where...
clips/HeStutters/5/HeStutters_5_137.wav,0,0,1,1,0,0, in Australia.
clips/HeStutters/5/HeStutters_5_139.wav,1,0,1,1,1,0," Is it, is it per..."
clips/HeStutters/5/HeStutters_5_142.wav,1,0,1,0,0,0, Is it possible?
clips/HeStutters/5/HeStutters_5_146.wav,1,0,1,0,1,0, it's up to the arm in the visual
clips/HeStutters/5/HeStutters_5_149.wav,1,1,0,0,1,0, in my arm.
clips/HeStutters/5/HeStutters_5_152.wav,0,1,0,0,1,0," You know, we still have people..."
clips/HeStutters/5/HeStutters_5_165.wav,1,1,0,0,1,0, Crys. What for example?
clips/HeStutters/5/HeStutters_5_172.wav,1,0,0,0,1,0, that I can't
clips/HeStutters/5/HeStutters_5_176.wav,1,1,0,0,0,0, He's saying it's like
clips/HeStutters/5/HeStutters_5_184.wav,0,1,0,1,1,0, Where I'm all on the
clips/HeStutters/5/HeStutters_5_185.wav,0,1,0,1,0,0, Human human pain.
clips/HeStutters/5/HeStutters_5_187.wav,0,1,0,0,1,0, courses.
clips/HeStutters/5/HeStutters_5_189.wav,0,0,1,0,0,0, P-D P-D P-D 3 Fi-Gray
clips/HeStutters/5/HeStutters_5_192.wav,1,1,0,0,1,0," It all comes down to, you know."
clips/HeStutters/5/HeStutters_5_195.wav,1,0,1,0,0,0, coffee and I start up.
clips/HeStutters/5/HeStutters_5_196.wav,1,0,1,0,0,0, or I'm a
clips/HeStutters/5/HeStutters_5_198.wav,1,1,1,1,0,0," Okay, and use in"
clips/HeStutters/6/HeStutters_6_0.wav,0,0,0,0,0,1, I'm okay and well I'm very pleased
clips/HeStutters/6/HeStutters_6_2.wav,1,1,0,0,1,0, that
clips/HeStutters/6/HeStutters_6_5.wav,0,0,0,1,0,0, It really really hasn't always
clips/HeStutters/6/HeStutters_6_6.wav,0,1,0,0,1,0, worse. So.
clips/HeStutters/6/HeStutters_6_11.wav,0,1,0,0,1,0, So do you
clips/HeStutters/6/HeStutters_6_12.wav,0,0,0,0,0,1, that insight of
clips/HeStutters/6/HeStutters_6_13.wav,1,0,1,0,0,0, having realized that you're not
clips/HeStutters/6/HeStutters_6_15.wav,0,0,1,0,0,0, A drug-ealed speech...
clips/HeStutters/6/HeStutters_6_16.wav,0,0,0,0,0,1," Absolutely, it's the main point."
clips/HeStutters/6/HeStutters_6_17.wav,0,0,0,0,1,0, understanding I'm not alone.
clips/HeStutters/6/HeStutters_6_18.wav,1,0,0,0,0,0," Wow, that's tremendous for peep."
clips/HeStutters/6/HeStutters_6_20.wav,0,0,0,0,0,1, impact. That's huge.
clips/HeStutters/6/HeStutters_6_22.wav,0,0,0,1,1,0, then anything else.
clips/HeStutters/6/HeStutters_6_24.wav,0,0,0,0,0,1, hundreds of thousands of us out there.
clips/HeStutters/6/HeStutters_6_25.wav,0,0,0,1,0,0," Amazing people, amazing people."
clips/HeStutters/6/HeStutters_6_26.wav,0,1,0,0,0,0, absolutely blown away by the...
clips/HeStutters/6/HeStutters_6_30.wav,0,0,0,0,0,1," Yeah, I think that's what it's all about when..."
clips/HeStutters/6/HeStutters_6_31.wav,0,1,0,0,1,0, almost seems like a under...
clips/HeStutters/6/HeStutters_6_32.wav,0,0,0,0,1,0," Deatment, doesn't it?"
clips/HeStutters/6/HeStutters_6_34.wav,0,1,0,0,0,0, they suddenly just feel
clips/HeStutters/6/HeStutters_6_35.wav,0,0,0,0,0,1, support and community does.
clips/HeStutters/6/HeStutters_6_36.wav,1,0,0,1,1,0," Yes, yes absolutely."
